hour,day_of_week,is_weekend,ping_avg_rtt_ms_lag_1,ping_avg_rtt_ms_lag_2,ping_avg_rtt_ms_lag_3,ping_avg_rtt_ms_lag_4,download_lag_1,upload_lag_1,jitter_lag_1,weather_code,target
5,3,0,23.92,27.5,28.14,24.86,149.82,26.96,2.73,0.0,23.5
5,3,0,23.8,23.92,27.5,28.14,247.33,31.58,4.84,0.0,24.8
5,3,0,23.5,23.8,23.92,27.5,154.54,19.36,3.43,0.0,30.22
6,3,0,24.8,23.5,23.8,23.92,112.78,31.52,3.82,0.0,25.34
6,3,0,30.22,24.8,23.5,23.8,133.1,3.79,8.6,0.0,25.1
6,3,0,25.34,30.22,24.8,23.5,79.81,10.72,4.43,0.0,26.16
6,3,0,25.1,25.34,30.22,24.8,296.4,6.06,5.35,0.0,21.36
7,3,0,26.16,25.1,25.34,30.22,146.85,9.93,3.94,0.0,24.44
7,3,0,21.36,26.16,25.1,25.34,245.72,37.31,4.33,0.0,31.2
7,3,0,24.44,21.36,26.16,25.1,253.36,42.44,4.02,0.0,59.16
7,3,0,31.2,24.44,21.36,26.16,133.82,23.11,7.19,0.0,27.92
8,3,0,59.16,31.2,24.44,21.36,44.9,6.13,34.69,0.0,26.14
8,3,0,27.92,59.16,31.2,24.44,293.46,38.37,4.43,0.0,41.8
8,3,0,26.14,27.92,59.16,31.2,121.95,37.79,4.8,0.0,39.98
8,3,0,41.8,26.14,27.92,59.16,128.32,44.4,10.69,0.0,25.96
9,3,0,39.98,41.8,26.14,27.92,144.73,38.93,6.04,0.0,25.48
9,3,0,25.96,39.98,41.8,26.14,306.37,34.46,4.61,0.0,27.48
9,3,0,25.48,25.96,39.98,41.8,100.01,20.02,2.65,0.0,23.16
9,3,0,27.48,25.48,25.96,39.98,111.17,22.39,3.67,0.0,32.42
10,3,0,23.16,27.48,25.48,25.96,230.95,38.46,3.12,0.0,28.86
10,3,0,32.42,23.16,27.48,25.48,315.08,30.66,8.96,0.0,24.56
10,3,0,28.86,32.42,23.16,27.48,220.09,27.31,9.78,0.0,24.22
10,3,0,24.56,28.86,32.42,23.16,336.54,18.95,4.08,0.0,27.18
11,3,0,24.22,24.56,28.86,32.42,283.11,31.18,3.27,0.0,33.26
11,3,0,27.18,24.22,24.56,28.86,354.7,40.4,5.77,0.0,25.92
11,3,0,33.26,27.18,24.22,24.56,113.14,19.44,6.78,0.0,37.54
11,3,0,25.92,33.26,27.18,24.22,113.12,41.88,7.2,0.0,27.78
12,3,0,37.54,25.92,33.26,27.18,130.18,36.35,7.41,0.0,30.14
12,3,0,27.78,37.54,25.92,33.26,379.46,41.49,5.14,0.0,28.04
12,3,0,30.14,27.78,37.54,25.92,343.06,15.58,7.08,0.0,24.68
12,3,0,28.04,30.14,27.78,37.54,335.07,35.35,4.86,0.0,24.84
13,3,0,24.68,28.04,30.14,27.78,137.17,40.37,4.29,0.0,25.22
13,3,0,24.84,24.68,28.04,30.14,326.87,20.01,3.59,0.0,25.6
13,3,0,25.22,24.84,24.68,28.04,172.68,29.32,3.24,0.0,21.38
13,3,0,25.6,25.22,24.84,24.68,147.58,26.67,4.9,0.0,23.44
14,3,0,21.38,25.6,25.22,24.84,315.7,50.2,2.33,0.0,27.14
14,3,0,23.44,21.38,25.6,25.22,115.97,39.83,3.02,0.0,27.3
14,3,0,27.14,23.44,21.38,25.6,338.19,46.15,4.55,3.0,22.58
14,3,0,27.3,27.14,23.44,21.38,267.74,16.67,5.41,3.0,21.9
15,3,0,22.58,27.3,27.14,23.44,160.73,37.93,3.57,3.0,38.56
15,3,0,21.9,22.58,27.3,27.14,256.22,41.2,4.86,3.0,37.24
15,3,0,38.56,21.9,22.58,27.3,246.46,21.1,5.61,3.0,63.82
15,3,0,37.24,38.56,21.9,22.58,197.66,28.86,5.69,3.0,23.2
16,3,0,63.82,37.24,38.56,21.9,155.34,51.42,7.92,2.0,23.16
16,3,0,23.2,63.82,37.24,38.56,128.69,41.03,3.47,2.0,31.54
16,3,0,23.16,23.2,63.82,37.24,290.85,37.28,3.1,2.0,25.22
16,3,0,31.54,23.16,23.2,63.82,197.36,37.54,6.06,2.0,37.04
17,3,0,25.22,31.54,23.16,23.2,166.46,52.35,3.61,2.0,24.18
17,3,0,37.04,25.22,31.54,23.16,158.27,53.04,10.08,2.0,26.7
17,3,0,24.18,37.04,25.22,31.54,326.95,28.93,3.04,2.0,24.18
17,3,0,26.7,24.18,37.04,25.22,175.84,27.3,3.76,2.0,22.48
18,3,0,24.18,26.7,24.18,37.04,45.13,6.41,3.92,1.0,26.22
18,3,0,22.48,24.18,26.7,24.18,57.52,7.32,3.04,1.0,27.98
18,3,0,26.22,22.48,24.18,26.7,391.45,32.06,5.65,1.0,25.8
18,3,0,27.98,26.22,22.48,24.18,301.9,48.73,4.8,1.0,26.48
19,3,0,25.8,27.98,26.22,22.48,165.67,10.82,6.86,0.0,27.68
19,3,0,26.48,25.8,27.98,26.22,119.18,46.99,4.78,0.0,29.32
19,3,0,27.68,26.48,25.8,27.98,207.24,13.32,3.69,0.0,25.4
20,3,0,29.32,27.68,26.48,25.8,323.18,30.46,6.63,1.0,26.12
20,3,0,25.4,29.32,27.68,26.48,140.4,31.94,4.12,1.0,44.98
20,3,0,26.12,25.4,29.32,27.68,345.89,38.76,4.33,1.0,24.18
20,3,0,44.98,26.12,25.4,29.32,128.4,22.14,8.92,1.0,25.4
21,3,0,24.18,44.98,26.12,25.4,156.23,54.73,3.49,1.0,23.66
21,3,0,25.4,24.18,44.98,26.12,171.89,29.28,4.49,1.0,24.08
21,3,0,23.66,25.4,24.18,44.98,300.75,48.43,5.33,1.0,35.02
21,3,0,24.08,23.66,25.4,24.18,317.22,42.11,3.27,1.0,21.54
22,3,0,35.02,24.08,23.66,25.4,70.76,35.21,6.08,0.0,28.82
22,3,0,21.54,35.02,24.08,23.66,322.8,41.33,2.16,0.0,22.34
22,3,0,28.82,21.54,35.02,24.08,198.51,18.13,4.94,0.0,23.84
22,3,0,22.34,28.82,21.54,35.02,320.9,38.11,2.35,0.0,22.56
23,3,0,23.84,22.34,28.82,21.54,96.99,42.95,3.59,1.0,26.74
23,3,0,22.56,23.84,22.34,28.82,293.34,33.25,2.78,1.0,24.84
23,3,0,26.74,22.56,23.84,22.34,164.88,44.19,3.94,1.0,25.26
23,3,0,24.84,26.74,22.56,23.84,355.26,45.58,3.76,1.0,21.92
0,4,0,25.26,24.84,26.74,22.56,250.71,34.8,3.63,1.0,24.5
0,4,0,21.92,25.26,24.84,26.74,305.78,50.9,3.18,1.0,30.06
0,4,0,24.5,21.92,25.26,24.84,310.53,36.78,3.1,1.0,23.32
0,4,0,30.06,24.5,21.92,25.26,329.86,51.7,2.49,1.0,37.98
1,4,0,23.32,30.06,24.5,21.92,166.87,22.19,3.12,0.0,31.7
1,4,0,37.98,23.32,30.06,24.5,187.16,21.05,6.86,0.0,24.7
1,4,0,31.7,37.98,23.32,30.06,165.48,31.04,8.33,0.0,25.26
1,4,0,24.7,31.7,37.98,23.32,314.19,24.56,4.37,0.0,35.84
2,4,0,25.26,24.7,31.7,37.98,395.55,52.56,3.12,0.0,25.2
2,4,0,35.84,25.26,24.7,31.7,326.61,34.57,6.45,0.0,25.08
2,4,0,25.2,35.84,25.26,24.7,333.93,50.05,6.24,0.0,23.84
2,4,0,25.08,25.2,35.84,25.26,298.03,21.36,3.65,0.0,23.78
3,4,0,23.84,25.08,25.2,35.84,337.23,39.41,4.69,0.0,29.24
3,4,0,23.78,23.84,25.08,25.2,140.28,36.42,3.45,0.0,26.12
3,4,0,29.24,23.78,23.84,25.08,282.69,34.74,6.51,0.0,43.84
3,4,0,26.12,29.24,23.78,23.84,327.99,28.61,3.86,0.0,32.52
4,4,0,43.84,26.12,29.24,23.78,326.19,35.58,9.37,0.0,26.84
4,4,0,32.52,43.84,26.12,29.24,286.71,28.55,4.98,0.0,28.64
4,4,0,26.84,32.52,43.84,26.12,223.79,8.59,8.16,0.0,46.04
4,4,0,28.64,26.84,32.52,43.84,172.42,18.0,8.31,0.0,43.12
5,4,0,46.04,28.64,26.84,32.52,90.63,34.36,17.12,0.0,23.12
5,4,0,43.12,46.04,28.64,26.84,235.84,11.83,7.08,0.0,26.06
5,4,0,23.12,43.12,46.04,28.64,153.97,29.9,2.57,0.0,22.74
6,4,0,26.06,23.12,43.12,46.04,263.7,34.97,3.76,0.0,24.8
6,4,0,22.74,26.06,23.12,43.12,343.34,32.85,3.86,0.0,23.96
6,4,0,24.8,22.74,26.06,23.12,193.34,42.53,4.06,0.0,25.14
6,4,0,23.96,24.8,22.74,26.06,270.81,39.17,3.8,0.0,28.06
7,4,0,25.14,23.96,24.8,22.74,351.73,59.21,3.59,0.0,28.2
7,4,0,28.06,25.14,23.96,24.8,170.82,34.71,5.33,0.0,37.55
7,4,0,28.2,28.06,25.14,23.96,123.94,32.7,5.69,0.0,27.02
7,4,0,37.55,28.2,28.06,25.14,357.0,45.68,12.77,0.0,24.46
8,4,0,27.02,37.55,28.2,28.06,278.09,17.04,6.27,0.0,25.24
8,4,0,24.46,27.02,37.55,28.2,398.98,24.61,5.31,0.0,26.68
8,4,0,25.24,24.46,27.02,37.55,306.01,20.09,3.76,0.0,26.42
8,4,0,26.68,25.24,24.46,27.02,276.43,37.54,5.76,0.0,30.86
9,4,0,26.42,26.68,25.24,24.46,277.08,48.9,4.49,0.0,22.26
9,4,0,30.86,26.42,26.68,25.24,93.92,51.17,5.16,0.0,22.88
9,4,0,22.26,30.86,26.42,26.68,143.64,49.08,3.73,0.0,27.98
9,4,0,22.88,22.26,30.86,26.42,298.76,31.54,4.8,0.0,23.32
10,4,0,27.98,22.88,22.26,30.86,247.52,20.95,5.78,0.0,26.74
10,4,0,23.32,27.98,22.88,22.26,287.04,30.61,2.92,0.0,35.68
10,4,0,26.74,23.32,27.98,22.88,317.27,27.33,5.1,0.0,25.44
10,4,0,35.68,26.74,23.32,27.98,165.05,43.71,5.37,0.0,23.78
11,4,0,25.44,35.68,26.74,23.32,328.08,40.45,6.98,0.0,35.58
11,4,0,23.78,25.44,35.68,26.74,171.35,10.97,2.55,0.0,31.66
11,4,0,35.58,23.78,25.44,35.68,280.28,18.35,5.31,0.0,25.7
11,4,0,31.66,35.58,23.78,25.44,218.97,24.29,8.8,0.0,26.38
12,4,0,25.7,31.66,35.58,23.78,366.12,15.93,4.51,0.0,25.94
12,4,0,26.38,25.7,31.66,35.58,213.22,40.48,5.12,0.0,28.42
12,4,0,25.94,26.38,25.7,31.66,362.76,31.39,3.84,0.0,23.78
12,4,0,28.42,25.94,26.38,25.7,139.76,31.23,4.78,0.0,26.32
13,4,0,23.78,28.42,25.94,26.38,129.77,40.86,3.27,0.0,29.1
13,4,0,26.32,23.78,28.42,25.94,322.0,18.17,3.8,0.0,24.88
13,4,0,29.1,26.32,23.78,28.42,118.73,7.44,7.76,0.0,24.42
13,4,0,24.88,29.1,26.32,23.78,40.43,6.3,4.12,0.0,25.8
14,4,0,24.42,24.88,29.1,26.32,84.09,15.67,3.18,0.0,25.16
14,4,0,25.8,24.42,24.88,29.1,296.36,40.61,4.06,0.0,24.78
14,4,0,25.16,25.8,24.42,24.88,261.33,39.05,3.94,0.0,25.78
14,4,0,24.78,25.16,25.8,24.42,341.0,42.37,3.71,0.0,32.08
15,4,0,25.78,24.78,25.16,25.8,287.11,28.77,3.49,0.0,25.82
15,4,0,32.08,25.78,24.78,25.16,242.84,45.42,5.78,0.0,30.26
15,4,0,25.82,32.08,25.78,24.78,270.75,30.0,4.73,0.0,23.18
15,4,0,30.26,25.82,32.08,25.78,277.42,40.82,6.33,0.0,25.26
16,4,0,23.18,30.26,25.82,32.08,344.26,39.9,4.06,0.0,23.38
16,4,0,25.26,23.18,30.26,25.82,124.5,44.94,3.55,0.0,23.38
16,4,0,23.38,25.26,23.18,30.26,159.91,46.45,1.59,0.0,22.52
16,4,0,23.38,23.38,25.26,23.18,364.43,50.61,3.53,0.0,27.26
17,4,0,22.52,23.38,23.38,25.26,207.75,61.57,4.49,0.0,30.58
17,4,0,27.26,22.52,23.38,23.38,183.28,31.56,4.12,0.0,23.94
17,4,0,30.58,27.26,22.52,23.38,320.09,28.68,7.06,0.0,25.5
17,4,0,23.94,30.58,27.26,22.52,231.59,30.47,3.55,0.0,25.32
18,4,0,25.5,23.94,30.58,27.26,291.59,30.84,3.04,0.0,24.9
18,4,0,25.32,25.5,23.94,30.58,149.12,39.81,3.69,0.0,25.48
18,4,0,24.9,25.32,25.5,23.94,302.81,30.12,3.45,0.0,25.34
18,4,0,25.48,24.9,25.32,25.5,165.55,14.58,3.49,0.0,22.86
19,4,0,25.34,25.48,24.9,25.32,137.81,28.88,4.55,0.0,25.3
19,4,0,22.86,25.34,25.48,24.9,132.73,39.14,2.2,0.0,29.02
19,4,0,25.3,22.86,25.34,25.48,249.47,39.04,3.86,0.0,22.82
19,4,0,29.02,25.3,22.86,25.34,260.15,36.21,5.61,0.0,23.64
20,4,0,22.82,29.02,25.3,22.86,292.21,34.55,3.92,0.0,27.44
20,4,0,23.64,22.82,29.02,25.3,155.56,35.94,3.16,0.0,24.32
20,4,0,27.44,23.64,22.82,29.02,114.07,26.53,5.86,0.0,29.6
20,4,0,24.32,27.44,23.64,22.82,144.75,40.6,3.37,0.0,22.08
21,4,0,29.6,24.32,27.44,23.64,307.67,44.68,4.16,0.0,25.4
21,4,0,22.08,29.6,24.32,27.44,310.65,39.67,1.8,0.0,24.52
21,4,0,25.4,22.08,29.6,24.32,246.53,30.35,6.12,0.0,24.02
21,4,0,24.52,25.4,22.08,29.6,288.56,49.8,2.9,0.0,27.26
22,4,0,24.02,24.52,25.4,22.08,241.68,33.68,4.55,0.0,31.88
22,4,0,27.26,24.02,24.52,25.4,158.56,23.0,4.29,0.0,25.46
22,4,0,31.88,27.26,24.02,24.52,318.36,37.98,4.49,0.0,27.96
22,4,0,25.46,31.88,27.26,24.02,117.04,36.72,4.08,0.0,25.86
23,4,0,27.96,25.46,31.88,27.26,300.83,39.47,7.9,0.0,26.74
23,4,0,25.86,27.96,25.46,31.88,136.5,44.25,4.06,0.0,24.76
23,4,0,26.74,25.86,27.96,25.46,146.68,30.21,5.92,0.0,23.26
23,4,0,24.76,26.74,25.86,27.96,266.91,15.95,4.57,1.0,21.68
0,5,1,23.26,24.76,26.74,25.86,352.96,32.74,3.35,1.0,21.38
0,5,1,21.68,23.26,24.76,26.74,134.33,42.14,3.49,1.0,25.66
0,5,1,21.38,21.68,23.26,24.76,219.32,26.91,3.27,2.0,29.82
0,5,1,25.66,21.38,21.68,23.26,300.59,43.91,4.51,2.0,25.7
1,5,1,29.82,25.66,21.38,21.68,284.55,28.7,5.55,3.0,25.12
1,5,1,25.7,29.82,25.66,21.38,214.02,25.09,3.16,3.0,24.28
1,5,1,25.12,25.7,29.82,25.66,286.0,39.36,3.24,3.0,24.42
1,5,1,24.28,25.12,25.7,29.82,198.49,40.85,2.45,3.0,22.5
2,5,1,24.42,24.28,25.12,25.7,286.42,49.61,2.57,3.0,31.98
2,5,1,22.5,24.42,24.28,25.12,358.3,29.71,2.49,3.0,25.86
2,5,1,31.98,22.5,24.42,24.28,198.31,12.41,4.14,3.0,23.7
2,5,1,25.86,31.98,22.5,24.42,276.81,39.91,4.0,3.0,25.48
3,5,1,23.7,25.86,31.98,22.5,139.68,56.57,3.2,3.0,51.64
3,5,1,25.48,23.7,25.86,31.98,101.3,52.34,4.04,3.0,35.0
3,5,1,51.64,25.48,23.7,25.86,349.48,18.99,8.67,3.0,32.26
3,5,1,35.0,51.64,25.48,23.7,145.14,25.94,8.51,3.0,34.0
4,5,1,32.26,35.0,51.64,25.48,224.23,6.22,11.16,1.0,32.08
4,5,1,34.0,32.26,35.0,51.64,257.25,23.4,7.29,1.0,28.24
4,5,1,32.08,34.0,32.26,35.0,246.78,30.36,11.2,2.0,24.16
5,5,1,28.24,32.08,34.0,32.26,245.61,38.66,7.82,3.0,25.7
5,5,1,24.16,28.24,32.08,34.0,208.35,43.83,4.59,3.0,27.62
5,5,1,25.7,24.16,28.24,32.08,187.32,23.53,5.14,3.0,22.22
6,5,1,27.62,25.7,24.16,28.24,99.3,30.14,3.67,2.0,21.28
6,5,1,22.22,27.62,25.7,24.16,195.41,46.86,3.31,2.0,26.66
6,5,1,21.28,22.22,27.62,25.7,281.62,38.48,3.43,2.0,27.22
6,5,1,26.66,21.28,22.22,27.62,249.8,35.83,5.86,2.0,31.56
7,5,1,27.22,26.66,21.28,22.22,259.92,20.14,4.53,2.0,24.24
7,5,1,31.56,27.22,26.66,21.28,321.31,33.34,6.2,1.0,30.6
7,5,1,24.24,31.56,27.22,26.66,318.34,36.83,5.27,1.0,25.42
7,5,1,30.6,24.24,31.56,27.22,290.23,41.21,15.22,0.0,23.16
8,5,1,25.42,30.6,24.24,31.56,339.43,44.86,3.82,0.0,41.1
8,5,1,23.16,25.42,30.6,24.24,315.94,8.19,4.49,0.0,27.02
8,5,1,41.1,23.16,25.42,30.6,271.86,39.03,9.02,0.0,35.08
8,5,1,27.02,41.1,23.16,25.42,233.19,16.66,5.1,0.0,53.78
9,5,1,35.08,27.02,41.1,23.16,349.36,28.36,4.57,0.0,28.6
9,5,1,53.78,35.08,27.02,41.1,283.76,26.26,8.06,0.0,25.3
9,5,1,28.6,53.78,35.08,27.02,295.53,52.65,4.2,0.0,31.86
9,5,1,25.3,28.6,53.78,35.08,336.14,54.73,2.55,0.0,24.84
10,5,1,31.86,25.3,28.6,53.78,358.92,34.26,6.16,0.0,29.2
10,5,1,24.84,31.86,25.3,28.6,318.62,21.96,3.78,0.0,36.34
10,5,1,29.2,24.84,31.86,25.3,275.13,21.55,5.37,0.0,25.74
10,5,1,36.34,29.2,24.84,31.86,338.56,40.13,6.59,0.0,28.38
11,5,1,25.74,36.34,29.2,24.84,290.41,28.58,3.37,0.0,47.92
11,5,1,28.38,25.74,36.34,29.2,331.85,57.28,4.41,0.0,26.18
11,5,1,47.92,28.38,25.74,36.34,331.65,26.57,8.55,0.0,23.36
11,5,1,26.18,47.92,28.38,25.74,278.37,49.33,5.24,0.0,27.36
12,5,1,23.36,26.18,47.92,28.38,223.19,40.58,4.16,1.0,22.22
12,5,1,27.36,23.36,26.18,47.92,116.28,34.1,7.08,1.0,22.6
12,5,1,22.22,27.36,23.36,26.18,397.85,41.84,3.59,2.0,23.0
12,5,1,22.6,22.22,27.36,23.36,233.38,30.54,3.14,2.0,19.82
13,5,1,23.0,22.6,22.22,27.36,129.18,36.24,3.33,3.0,20.78
13,5,1,19.82,23.0,22.6,22.22,326.17,47.24,3.47,3.0,23.48
13,5,1,20.78,19.82,23.0,22.6,154.33,34.7,2.67,3.0,27.9
13,5,1,23.48,20.78,19.82,23.0,277.97,28.83,4.65,3.0,22.58
14,5,1,27.9,23.48,20.78,19.82,94.0,37.21,4.71,3.0,25.56
14,5,1,22.58,27.9,23.48,20.78,116.43,31.15,5.41,2.0,25.14
14,5,1,25.56,22.58,27.9,23.48,286.81,38.21,3.86,2.0,45.26
14,5,1,25.14,25.56,22.58,27.9,317.62,39.16,3.55,1.0,19.46
15,5,1,45.26,25.14,25.56,22.58,193.88,25.82,5.55,0.0,22.4
15,5,1,19.46,45.26,25.14,25.56,207.17,43.04,2.08,0.0,23.84
15,5,1,22.4,19.46,45.26,25.14,140.81,38.68,4.96,0.0,22.52
15,5,1,23.84,22.4,19.46,45.26,333.71,30.0,4.04,0.0,22.82
16,5,1,22.52,23.84,22.4,19.46,165.21,36.06,4.96,0.0,31.02
16,5,1,22.82,22.52,23.84,22.4,153.7,46.13,4.18,0.0,26.44
16,5,1,31.02,22.82,22.52,23.84,290.97,36.66,5.47,0.0,63.18
16,5,1,26.44,31.02,22.82,22.52,300.55,33.54,5.96,0.0,21.1
17,5,1,63.18,26.44,31.02,22.82,192.77,24.22,18.84,0.0,20.14
17,5,1,21.1,63.18,26.44,31.02,149.75,18.82,3.08,0.0,21.58
17,5,1,20.14,21.1,63.18,26.44,240.83,39.2,2.1,0.0,21.76
17,5,1,21.58,20.14,21.1,63.18,316.42,31.59,2.73,0.0,25.06
18,5,1,21.76,21.58,20.14,21.1,171.08,36.75,2.67,0.0,23.62
18,5,1,25.06,21.76,21.58,20.14,115.22,26.65,5.47,0.0,24.04
18,5,1,23.62,25.06,21.76,21.58,365.08,50.01,4.14,0.0,22.8
18,5,1,24.04,23.62,25.06,21.76,136.17,39.75,4.69,0.0,59.84
19,5,1,22.8,24.04,23.62,25.06,136.59,37.98,3.47,0.0,26.1
19,5,1,59.84,22.8,24.04,23.62,286.52,32.88,10.55,0.0,28.0
19,5,1,26.1,59.84,22.8,24.04,185.39,30.15,4.51,0.0,24.1
19,5,1,28.0,26.1,59.84,22.8,279.04,35.31,9.82,0.0,21.12
20,5,1,24.1,28.0,26.1,59.84,215.72,50.96,2.94,0.0,26.88
20,5,1,21.12,24.1,28.0,26.1,258.21,42.46,3.12,0.0,22.98
20,5,1,26.88,21.12,24.1,28.0,114.02,29.5,3.63,0.0,24.74
20,5,1,22.98,26.88,21.12,24.1,331.33,53.14,3.57,0.0,27.54
21,5,1,24.74,22.98,26.88,21.12,153.09,42.16,4.9,0.0,24.34
21,5,1,27.54,24.74,22.98,26.88,278.49,20.85,6.29,0.0,23.28
21,5,1,24.34,27.54,24.74,22.98,341.27,43.42,3.06,0.0,22.4
21,5,1,23.28,24.34,27.54,24.74,193.03,62.36,3.8,0.0,21.1
22,5,1,22.4,23.28,24.34,27.54,332.01,27.41,3.1,1.0,21.74
22,5,1,21.1,22.4,23.28,24.34,165.57,44.0,3.29,1.0,25.66
22,5,1,21.74,21.1,22.4,23.28,241.63,39.93,3.61,0.0,21.92
22,5,1,25.66,21.74,21.1,22.4,228.93,37.6,6.57,0.0,22.86
23,5,1,21.92,25.66,21.74,21.1,287.42,36.32,3.29,0.0,22.84
23,5,1,22.86,21.92,25.66,21.74,322.69,38.75,4.84,0.0,24.94
23,5,1,22.84,22.86,21.92,25.66,287.22,37.14,4.41,0.0,23.0
23,5,1,24.94,22.84,22.86,21.92,362.86,28.84,3.41,0.0,22.0
0,6,1,23.0,24.94,22.84,22.86,172.19,47.35,4.41,0.0,22.86
0,6,1,22.0,23.0,24.94,22.84,306.42,41.49,6.41,1.0,36.32
0,6,1,22.86,22.0,23.0,24.94,291.78,33.63,3.29,2.0,22.14
0,6,1,36.32,22.86,22.0,23.0,122.9,29.81,7.8,3.0,22.84
1,6,1,22.14,36.32,22.86,22.0,177.07,37.92,5.04,3.0,24.68
1,6,1,22.84,22.14,36.32,22.86,265.48,20.93,3.84,3.0,22.16
1,6,1,24.68,22.84,22.14,36.32,301.72,8.34,4.53,3.0,23.46
1,6,1,22.16,24.68,22.84,22.14,312.55,36.11,5.2,3.0,56.58
2,6,1,23.46,22.16,24.68,22.84,117.9,45.21,4.27,3.0,24.6
2,6,1,56.58,23.46,22.16,24.68,193.29,6.22,7.65,3.0,21.2
2,6,1,24.6,56.58,23.46,22.16,318.65,30.85,5.84,3.0,24.7
2,6,1,21.2,24.6,56.58,23.46,304.73,35.29,4.1,3.0,24.78
3,6,1,24.7,21.2,24.6,56.58,166.25,25.42,5.78,3.0,24.66
3,6,1,24.78,24.7,21.2,24.6,205.03,45.34,3.67,3.0,24.72
3,6,1,24.66,24.78,24.7,21.2,227.11,32.64,6.67,3.0,25.04
3,6,1,24.72,24.66,24.78,24.7,220.7,38.39,3.2,3.0,25.3
4,6,1,25.04,24.72,24.66,24.78,330.08,54.83,3.92,1.0,31.14
4,6,1,25.3,25.04,24.72,24.66,166.34,30.45,7.22,1.0,23.02
4,6,1,31.14,25.3,25.04,24.72,309.17,19.35,6.59,1.0,30.74
5,6,1,23.02,31.14,25.3,25.04,337.22,44.99,5.9,1.0,24.46
5,6,1,30.74,23.02,31.14,25.3,313.21,50.73,8.35,1.0,25.76
5,6,1,24.46,30.74,23.02,31.14,135.6,30.35,5.67,0.0,29.41
5,6,1,25.76,24.46,30.74,23.02,351.12,41.58,5.08,0.0,23.68
6,6,1,29.41,25.76,24.46,30.74,172.17,32.62,7.21,0.0,26.0
6,6,1,23.68,29.41,25.76,24.46,399.2,22.48,3.76,0.0,25.14
6,6,1,26.0,23.68,29.41,25.76,152.44,22.59,5.9,1.0,31.9
6,6,1,25.14,26.0,23.68,29.41,294.83,33.91,4.8,2.0,24.9
7,6,1,31.9,25.14,26.0,23.68,292.51,21.98,7.59,2.0,21.58
7,6,1,24.9,31.9,25.14,26.0,309.36,41.76,4.41,2.0,24.0
7,6,1,21.58,24.9,31.9,25.14,185.11,40.21,3.08,2.0,27.98
7,6,1,24.0,21.58,24.9,31.9,274.11,35.94,4.24,2.0,32.72
8,6,1,27.98,24.0,21.58,24.9,320.86,18.63,7.51,2.0,37.56
8,6,1,32.72,27.98,24.0,21.58,338.66,27.96,8.02,2.0,30.72
8,6,1,37.56,32.72,27.98,24.0,180.34,16.57,7.78,1.0,25.14
8,6,1,30.72,37.56,32.72,27.98,331.12,47.51,5.59,0.0,21.46
9,6,1,25.14,30.72,37.56,32.72,176.88,41.69,4.08,0.0,25.2
9,6,1,21.46,25.14,30.72,37.56,303.26,35.78,2.49,0.0,37.14
9,6,1,25.2,21.46,25.14,30.72,313.16,31.96,4.41,0.0,31.86
9,6,1,37.14,25.2,21.46,25.14,80.72,21.96,8.92,0.0,24.96
10,6,1,31.86,37.14,25.2,21.46,68.72,32.7,7.61,0.0,22.12
10,6,1,24.96,31.86,37.14,25.2,138.36,16.98,6.63,0.0,23.82
10,6,1,22.12,24.96,31.86,37.14,348.7,35.3,4.16,0.0,20.86
10,6,1,23.82,22.12,24.96,31.86,336.12,17.61,3.51,0.0,23.24
11,6,1,20.86,23.82,22.12,24.96,189.62,35.06,3.2,0.0,32.44
11,6,1,23.24,20.86,23.82,22.12,197.16,30.03,5.61,0.0,24.32
11,6,1,32.44,23.24,20.86,23.82,297.31,31.31,12.55,0.0,25.56
11,6,1,24.32,32.44,23.24,20.86,124.56,40.29,4.45,0.0,25.0
12,6,1,25.56,24.32,32.44,23.24,299.74,46.21,6.84,0.0,32.4
12,6,1,25.0,25.56,24.32,32.44,368.84,43.69,7.39,0.0,23.58
12,6,1,32.4,25.0,25.56,24.32,182.44,26.76,9.0,0.0,23.58
12,6,1,23.58,32.4,25.0,25.56,312.79,48.42,4.59,0.0,25.0
13,6,1,23.58,23.58,32.4,25.0,282.75,39.91,6.86,0.0,25.92
13,6,1,25.0,23.58,23.58,32.4,158.92,36.07,4.67,0.0,21.32
13,6,1,25.92,25.0,23.58,23.58,164.13,47.03,8.33,1.0,21.82
13,6,1,21.32,25.92,25.0,23.58,325.28,41.54,4.45,2.0,54.2
14,6,1,21.82,21.32,25.92,25.0,278.54,40.66,3.0,3.0,27.52
14,6,1,54.2,21.82,21.32,25.92,109.1,33.27,4.71,3.0,34.74
14,6,1,27.52,54.2,21.82,21.32,354.3,43.99,4.31,3.0,21.74
14,6,1,34.74,27.52,54.2,21.82,199.4,37.01,8.86,3.0,21.36
15,6,1,21.74,34.74,27.52,54.2,274.6,49.73,2.76,3.0,22.58
15,6,1,21.36,21.74,34.74,27.52,230.32,39.49,4.0,3.0,21.8
15,6,1,22.58,21.36,21.74,34.74,166.05,41.36,3.57,3.0,24.14
15,6,1,21.8,22.58,21.36,21.74,178.45,15.61,4.49,3.0,25.4
16,6,1,24.14,21.8,22.58,21.36,125.29,50.77,5.82,3.0,40.94
16,6,1,25.4,24.14,21.8,22.58,282.67,30.03,5.57,0.0,22.78
16,6,1,40.94,25.4,24.14,21.8,129.81,8.12,7.04,0.0,26.78
16,6,1,22.78,40.94,25.4,24.14,321.15,45.32,3.24,0.0,21.54
